"DATE","day_of_year","year","season","Net_Depth","Station","source","CI","CSI","DW","Cfin_CI_m2","Cfin_CII_m2","Cfin_CIII_m2","Cfin_CIV_m2","Cfin_CV_m2","Cfin_F_m2","Cfin_M_m2"
"2020-01-04",4,2020,"winter",252,"WB-7","UBER",37934.491174298,5.16603773584906,NA,0,0,0,858.894139795427,29918.1458695407,3578.72558248095,3578.72558248095
"2020-06-26",178,2020,"summer",254,"WB-7","UBER",35624.941212119,3.64220183486238,NA,5017.59735381957,14049.2725906948,4014.07788305566,5017.59735381957,25589.7465044798,501.759735381957,501.759735381957
"2020-06-26",178,2020,"summer",254,"WB-7","UBER",NA,NA,12.5354677310992,NA,NA,NA,NA,NA,NA,NA
"2020-06-26",178,2020,"summer",254,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-06-26",178,2020,"summer",254,"WB-7","UBER",NA,NA,10.0455770658394,NA,NA,NA,NA,NA,NA,NA
"2020-07-22",204,2020,"summer",250,"WB-7","UBER",43884.4497332755,4.45714285714286,12.9492241806303,0,1737.99800923863,6517.49253464487,6951.99203695453,29980.4656593664,434.499502309658,0
"2020-07-22",204,2020,"summer",250,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-22",204,2020,"summer",251,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-22",204,2020,"summer",251,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-13",226,2020,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-13",226,2020,"summer",253,"WB-7","UBER",30907.7587996782,4.62983425414365,11.1550859453946,0,0,3073.69977013374,5293.59404856366,22540.4649809808,0,0
"2020-08-13",226,2020,"summer",253,"WB-7","UBER",NA,NA,10.1134831748919,NA,NA,NA,NA,NA,NA,NA
"2020-08-13",226,2020,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08",313,2020,"fall",253,"WB-7","UBER",12257.7457357737,4.82191780821918,6.40942412234344,0,0,335.82865029517,1511.22892632827,10410.6881591503,0,0
"2020-11-08",313,2020,"fall",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08",313,2020,"fall",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08",313,2020,"fall",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-14",14,2021,"winter",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-14",14,2021,"winter",250,"WB-7","UBER",6288.9621717129,5.15555555555556,9.51243262244606,0,0,0,559.018859707813,4192.6414478086,1467.42450673301,69.8773574634766
"2021-01-14",14,2021,"winter",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-14",14,2021,"winter",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-18",49,2021,"winter",253,"WB-7","UBER",2302.40268483701,4.01923076923077,2.15964688431818,413.251763945104,354.215797667232,354.215797667232,354.215797667232,826.503527890208,590.35966277872,177.107898833616
"2021-02-18",49,2021,"winter",253,"WB-7","UBER",NA,NA,2.72529850997535,NA,NA,NA,NA,NA,NA,NA
"2021-03-23",82,2021,"spring",253,"WB-7","UBER",NA,NA,2.78415047115423,NA,NA,NA,NA,NA,NA,NA
"2021-03-23",82,2021,"spring",253,"WB-7","UBER",3132.05115311923,3.4078947368421,2.58495921793343,1138.92769204336,1138.92769204336,640.646826774388,427.097884516259,996.561730537937,783.012788279808,284.731923010839
"2021-03-23",82,2021,"spring",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-23",82,2021,"spring",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-23",82,2021,"spring",253,"WB-7","UBER",NA,NA,2.88374609776462,NA,NA,NA,NA,NA,NA,NA
"2021-04-28",118,2021,"spring",253,"WB-7","UBER",63335.5055586209,2.94311926605505,21.4447492387928,28511.8598906506,26770.6776072521,17847.1184048347,16541.2316922859,26335.3820364025,2611.77342509777,0
"2021-04-28",118,2021,"spring",253,"WB-7","UBER",NA,NA,10.7789630436068,NA,NA,NA,NA,NA,NA,NA
"2021-04-28",118,2021,"spring",253,"WB-7","UBER",NA,NA,10.7246381563648,NA,NA,NA,NA,NA,NA,NA
"2021-04-28",118,2021,"spring",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-18",138,2021,"spring",253,"WB-7","UBER",63512.7989576716,4.35365853658537,13.3866649926617,0,2411.87844143057,10049.4935059607,19295.0275314445,30148.4805178821,3215.83792190742,803.959480476855
"2021-05-18",138,2021,"spring",253,"WB-7","UBER",NA,NA,13.6989257328661,NA,NA,NA,NA,NA,NA,NA
"2021-05-18",138,2021,"spring",253,"WB-7","UBER",NA,NA,12.5762113965308,NA,NA,NA,NA,NA,NA,NA
"2021-05-18",138,2021,"spring",253,"WB-7","UBER",NA,NA,11.299576546343,NA,NA,NA,NA,NA,NA,NA
"2021-07-14",195,2021,"summer",253,"WB-7","UBER",22433.2681691432,4.35964912280702,7.46061784790594,202.101515037327,404.203030074655,1010.50757518664,10711.3802969783,10711.3802969783,0,0
"2021-07-14",195,2021,"summer",253,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-09-01",244,2021,"summer",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-09-01",244,2021,"summer",255,"WB-7","UBER",14842.8653666758,4.6625,5.21518917523523,0,0,371.071634166896,4452.85961000275,9833.39830542274,185.535817083448,0
"2021-09-01",244,2021,"summer",255,"WB-7","UBER",NA,NA,3.87064821599489,NA,NA,NA,NA,NA,NA,NA
"2021-09-01",244,2021,"summer",255,"WB-7","UBER",NA,NA,2.94259805894349,NA,NA,NA,NA,NA,NA,NA
"2021-10-01",274,2021,"fall",250,"WB-7","UBER",NA,NA,5.663369494982,NA,NA,NA,NA,NA,NA,NA
"2021-10-01",274,2021,"fall",255,"WB-7","UBER",16784.8730634923,4.5125,NA,0,0,209.810913293653,7763.00379186517,8812.05835833343,0,0
"2021-10-01",274,2021,"fall",250,"WB-7","UBER",NA,NA,5.84445245245544,NA,NA,NA,NA,NA,NA,NA
"2021-10-01",274,2021,"fall",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-10-01",274,2021,"fall",255,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-10-01",274,2021,"fall",255,"WB-7","UBER",NA,NA,5.54113849868742,NA,NA,NA,NA,NA,NA,NA
"2021-10-01",274,2021,"fall",255,"WB-7","UBER",NA,NA,5.59999045986629,NA,NA,NA,NA,NA,NA,NA
"2021-11-08",312,2021,"fall",255,"WB-7","UBER",NA,NA,5.0114708480776,NA,NA,NA,NA,NA,NA,NA
"2021-11-08",312,2021,"fall",255,"WB-7","UBER",11597.6590068661,4.79838709677419,5.81595851650006,0,0,93.5295081198881,2338.2377029972,8978.83277950926,187.059016239776,0
"2021-12-15",349,2021,"fall",255,"WB-7","UBER",NA,NA,5.95310222693951,NA,NA,NA,NA,NA,NA,NA
"2021-12-15",349,2021,"fall",255,"WB-7","UBER",NA,NA,6.83135457068572,NA,NA,NA,NA,NA,NA,NA
"2021-12-15",349,2021,"fall",255,"WB-7","UBER",6673.50374813548,4.9375,7.83769647699771,0,0,0,556.125312344623,5978.3471077047,139.031328086156,0
"2021-12-15",349,2021,"fall",255,"WB-7","UBER",NA,NA,7.61453836175837,NA,NA,NA,NA,NA,NA,NA
"2022-04-13",103,2022,"spring",253,"WB-7","UBER",23428.838390561,3.64035087719298,5.69572107473615,5714.3508269661,3428.61049617966,5285.77451494364,6571.50345101101,5571.49205629194,4571.48066157288,1428.58770674152
"2022-04-13",103,2022,"spring",250,"WB-7","UBER",NA,NA,5.4505970199507,NA,NA,NA,NA,NA,NA,NA
"2022-06-01",152,2022,"summer",253,"WB-7","UBER",60852.4626260565,3.47649572649572,11.9937040252274,12096.0552620602,14143.0799987165,13026.5210514494,19539.7815771741,24564.296839876,1674.83842090064,2047.02473665634
"2022-06-01",152,2022,"summer",250,"WB-7","UBER",NA,NA,12.128031076784,NA,NA,NA,NA,NA,NA,NA
"2022-06-14",165,2022,"summer",253,"WB-7","UBER",81930.4268518765,4.04700854700855,17.7875355600255,799.321237579283,10790.8367073203,17185.4066079546,21182.012795851,41564.7043541227,1998.30309394821,0
"2022-06-14",165,2022,"summer",250,"WB-7","UBER",NA,NA,16.1797622502523,NA,NA,NA,NA,NA,NA,NA
"2022-07-18",199,2022,"summer",253,"WB-7","UBER",81681.9234680429,4.67482517482517,18.9316685030896,579.304421759169,579.304421759169,1737.91326527751,21434.2636050893,56482.181121519,2027.56547615709,0
"2022-07-18",199,2022,"summer",250,"WB-7","UBER",NA,NA,15.966989775221,NA,NA,NA,NA,NA,NA,NA
"2022-08-21",233,2022,"summer",253,"WB-7","UBER",70981.2473619794,4.82899628252788,23.1779028136861,0,531.694736793854,1329.23684198463,8507.11578870166,60613.1999944993,265.847368396927,265.847368396927
"2022-09-30",273,2022,"fall",253,"WB-7","UBER",25916.8424802548,4.8265306122449,NA,0,539.934218338643,809.901327507964,1619.80265501593,23217.1713885616,269.967109169321,0
"2022-09-30",273,2022,"fall",250,"WB-7","UBER",NA,NA,13.9660230951395,NA,NA,NA,NA,NA,NA,NA
"2022-11-02",306,2022,"fall",253,"WB-7","UBER",20497.4455973301,4.93693693693694,NA,0,0,369.323344096038,1477.29337638415,17727.5205166098,553.985016144058,369.323344096038
"2022-11-15",319,2022,"fall",253,"WB-7","UBER",19963.8816212273,4.91304347826087,NA,0,0,0,1735.98970619367,18227.8919150336,0,0
"2022-11-15",319,2022,"fall",253,"WB-7","UBER",NA,NA,8.76894221565159,NA,NA,NA,NA,NA,NA,NA
"2022-11-15",319,2022,"fall",253,"WB-7","UBER",NA,NA,9.01793128217756,NA,NA,NA,NA,NA,NA,NA
"2023-01-25",25,2023,"winter",250,"WB-7","UBER",5775.1440174696,5.35135135135135,4.1999656824561,0,0,78.0424867225623,0,3511.9119025153,1170.63730083843,1014.55232739331
"2023-01-25",25,2023,"winter",250,"WB-7","UBER",3642.35434460873,5.30909090909091,4.07480114225045,0,0,0,132.449248894863,2251.63723121267,1059.5939911589,198.673873342294
"2023-02-09",40,2023,"winter",253,"WB-7","UBER",NA,NA,3.71220062820563,NA,NA,NA,NA,NA,NA,NA
"2023-02-09",40,2023,"winter",253,"WB-7","UBER",7131.24343274871,5.75,4.60730871759808,0,0,0,93.8321504309041,1595.14655732537,5160.76827369972,281.496451292712
"2023-02-09",40,2023,"winter",253,"WB-7","UBER",7777.86933897906,5.38095238095238,4.15488762108043,125.449505467404,0,627.247527337022,125.449505467404,2132.64159294587,4390.73269135915,501.798021869618
"2023-03-10",69,2023,"winter",250,"WB-7","UBER",NA,NA,2.28617233810225,NA,NA,NA,NA,NA,NA,NA
"2023-03-10",69,2023,"winter",250,"WB-7","UBER",2353.06112716898,3.38461538461538,2.27572385145603,392.176854528164,653.628090880273,1176.53056358449,261.451236352109,261.451236352109,653.628090880273,0
"2023-03-10",69,2023,"winter",253,"WB-7","UBER",2495.42800064891,2.72058823529412,4.30261695871885,2183.4995005678,2391.4518339552,519.880833468523,311.928500081114,519.880833468523,935.785500243341,207.952333387409
"2023-04-14",104,2023,"spring",253,"WB-7","UBER",NA,NA,13.3820305572876,NA,NA,NA,NA,NA,NA,NA
"2023-04-14",104,2023,"spring",253,"WB-7","UBER",11097.4562528858,2.42564102564103,8.01431656688404,9617.79541916767,8138.13458544957,5326.77900138517,2515.42341732078,1479.6608337181,1479.6608337181,295.932166743621
"2023-04-14",104,2023,"spring",253,"WB-7","UBER",NA,NA,5.91688563544482,NA,NA,NA,NA,NA,NA,NA
"2023-05-07",127,2023,"spring",253,"WB-7","UBER",32256.6061750547,3.54109589041096,10.2718055076711,2367.45733394896,8582.032835565,11541.3545030012,8286.10066882138,8877.96500230862,2663.38950069259,887.796500230862
"2023-05-07",127,2023,"spring",253,"WB-7","UBER",NA,NA,7.98575842457894,NA,NA,NA,NA,NA,NA,NA
"2023-06-17",168,2023,"summer",253,"WB-7","UBER",45104.1440347174,4.70056497175141,12.2269109604795,795.9554829656,1061.27397728747,3714.45892050613,3183.8219318624,35287.3597448083,2653.18494321867,265.318494321867
"2023-06-17",168,2023,"summer",253,"WB-7","UBER",43400.8610031464,4.60795454545455,14.7175352622271,526.07104246238,2367.31969108071,3156.42625477428,5260.71042462381,32353.3691114364,2104.28416984952,526.07104246238
"2023-07-18",199,2023,"summer",253,"WB-7","UBER",45632.7401118663,4.77777777777778,NA,0,710.237200184689,2485.83020064641,4083.86390106196,38175.2495099271,887.796500230862,0
"2023-08-07",219,2023,"summer",253,"WB-7","UBER",52358.3399404445,4.73476702508961,14.3712946271371,0,0,750.657203447233,13887.1582637738,36219.210066329,1501.31440689447,0
"2023-08-07",219,2023,"summer",253,"WB-7","UBER",51729.9996473804,4.61354581673307,16.8042121563698,0,0,3709.72109025039,14426.6931287515,31738.7248832533,1854.86054512519,0
"2023-09-07",250,2023,"fall",253,"WB-7","UBER",30697.623317261,4.84496124031008,9.24231668600336,0,0,237.966072226829,6425.08395012438,21892.8786448683,1427.79643336097,713.898216680487
"2023-09-07",250,2023,"fall",253,"WB-7","UBER",23261.6447347311,4.9,7.90351956365522,0,0,357.871457457402,3578.71457457402,17356.765686684,1610.42155855831,357.871457457402
"2023-10-05",278,2023,"fall",253,"WB-7","UBER",78302.8442326345,4.91799544419134,NA,0,0,356.73277554731,6777.92273539889,70097.9903950464,891.831938868275,178.366387773655
"2023-12-02",336,2023,"fall",253,"WB-7","UBER",33680.4307508966,5.00862068965517,NA,0,0,145.174270478003,1161.39416382402,30631.7710708585,1306.56843430202,435.522811434008
"2023-12-02",336,2023,"fall",253,"WB-7","UBER",26150.2641511488,4.99621212121212,NA,0,0,0,1386.75643225789,23475.8053175086,792.432247004509,495.270154377818
"2023-12-02",336,2023,"fall",253,"WB-7","UBER",NA,NA,6.95358556698029,NA,NA,NA,NA,NA,NA,NA
"2024-02-12",43,2024,"winter",250,"WB-7","UBER",12423.1139870305,5.56043956043956,2.15142850944626,0,138.034599855894,0,276.069199711789,4417.10719538862,7315.8337923624,414.103799567683
"2024-02-12",43,2024,"winter",250,"WB-7","UBER",10283.3468621741,5.58024691358025,2.29392268868211,0,0,0,253.909799066026,3808.6469859904,5839.92537851861,380.86469859904
"2024-02-12",43,2024,"winter",250,"WB-7","UBER",NA,NA,2.9199626892593,NA,NA,NA,NA,NA,NA,NA
"2024-03-09",69,2024,"winter",250,"WB-7","UBER",NA,NA,8.05819160756832,NA,NA,NA,NA,NA,NA,NA
"2024-03-14",74,2024,"spring",250,"WB-7","UBER",NA,NA,1.74745053961874,NA,NA,NA,NA,NA,NA,NA
"2024-03-14",74,2024,"spring",250,"WB-7","UBER",10090.7763250929,5.57352941176471,1.55342015068595,0,150.608601867059,0,1204.86881493647,1355.47741680353,7379.82149148588,150.608601867059
"2024-03-14",74,2024,"spring",250,"WB-7","UBER",NA,NA,2.87921902382778,NA,NA,NA,NA,NA,NA,NA
"2024-03-14",74,2024,"spring",250,"WB-7","UBER",12187.6703551693,5.75,1.42260582220713,0,0,0,253.909799066026,2539.09799066026,8632.9331682449,761.729397198079
"2024-04-19",110,2024,"spring",250,"WB-7","UBER",2236.56716624117,5.83333333333333,0.518585373612452,0,0,0,0,372.761194373528,1739.5522404098,124.253731457843
"2024-04-19",110,2024,"spring",250,"WB-7","UBER",NA,NA,0.597573759662376,NA,NA,NA,NA,NA,NA,NA
"2024-04-19",110,2024,"spring",250,"WB-7","UBER",2145.27871047622,5.66666666666667,1.24040015039735,0,0,0,119.182150582012,476.72860232805,1072.63935523811,476.72860232805
"2024-05-31",152,2024,"summer",250,"WB-7","UBER",NA,NA,5.7901275652134,NA,NA,NA,NA,NA,NA,NA
"2024-05-31",152,2024,"summer",250,"WB-7","UBER",61472.8987212485,4.48675496688742,3.4198603016605,0,409.819324808323,3278.55459846659,27048.0754373493,28072.6237493702,1434.36763682913,1639.27729923329
"2024-07-09",191,2024,"summer",250,"WB-7","UBER",33455.8436938862,4.88,4.94524881052956,197.963572153173,989.817860765866,791.854288612693,2969.4535822976,25537.3008077593,1781.67214937856,2375.56286583808
"2024-08-14",227,2024,"summer",250,"WB-7","UBER",NA,NA,10.9328835574593,NA,NA,NA,NA,NA,NA,NA
"2024-08-14",227,2024,"summer",250,"WB-7","UBER",35654.9595799652,4.97159090909091,5.022335825526,0,0,0,2836.18996658814,30995.5046348561,1823.26497852095,0
"2024-09-30",274,2024,"fall",250,"WB-7","UBER",21023.731362667,4.97435897435897,3.94078164542436,0,0,359.380023293453,1796.90011646726,16890.8610947923,1617.21010482054,359.380023293453
"2024-09-30",274,2024,"fall",250,"WB-7","UBER",NA,NA,7.02601874996967,NA,NA,NA,NA,NA,NA,NA
"2024-10-17",291,2024,"fall",250,"WB-7","UBER",35334.0022901966,4.93888888888889,3.03208925652686,0,0,196.300012723315,2748.2001781264,31408.0020357303,981.500063616573,0
"2024-10-17",291,2024,"fall",250,"WB-7","UBER",NA,NA,7.18446633775894,NA,NA,NA,NA,NA,NA,NA
"2024-11-04",309,2024,"fall",250,"WB-7","UBER",34572.3582408302,4.76923076923077,9.38592806835511,1868.77612112595,0,467.194030281489,2803.16418168893,28498.8358471708,2803.16418168893,0
"2024-11-04",309,2024,"fall",250,"WB-7","UBER",NA,NA,7.18899341169578,NA,NA,NA,NA,NA,NA,NA
"2024-12-14",349,2024,"fall",250,"WB-7","UBER",15577.6614166531,5.11702127659574,8.06219354092848,0,167.501735662937,0,0,13232.637117372,837.508678314684,1507.51562096643
"2024-12-14",349,2024,"fall",250,"WB-7","UBER",18592.692658586,5.0990990990991,7.45717727171395,0,0,0,502.505206988811,15745.1631523161,670.006942651747,1675.01735662937
"2025-01-13",13,2025,"winter",250,"WB-7","UBER",NA,NA,4.10605606071037,NA,NA,NA,NA,NA,NA,NA
"2025-01-13",13,2025,"winter",250,"WB-7","UBER",13065.5957621094,5.22727272727273,4.77939492977963,0,0,197.963572153173,395.927144306346,8710.39717473962,2177.59929368491,1583.70857722539
"2025-02-24",55,2025,"winter",250,"WB-7","UBER",NA,NA,2.82942121052258,NA,NA,NA,NA,NA,NA,NA
"2025-02-24",55,2025,"winter",250,"WB-7","UBER",5598.60614800131,5.39655172413793,2.36867373352715,0,0,0,96.5276922069192,3185.41384282833,1544.44307531071,772.221537655353
"2025-04-07",97,2025,"spring",250,"WB-7","UBER",753.538758518531,3.78787878787879,0.60268029906311,489.800193037045,0,37.6769379259265,0,188.384689629633,489.800193037045,37.6769379259265
"2025-04-21",111,2025,"spring",250,"WB-7","UBER",2890.76306236671,2.55813953488372,NA,2978.36194304449,1664.3787328778,1051.18656813335,437.994403388896,350.395522711117,350.395522711117,700.791045422233
"2025-05-12",132,2025,"spring",250,"WB-7","UBER",38154.179139655,2.25,NA,40490.1492910624,39711.4925739265,14794.4776255805,14794.4776255805,8565.22388849396,0,0
"2025-05-12",132,2025,"spring",250,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025-06-05",156,2025,"summer",250,"WB-7","UBER",4204.7462725334,5,1.6305071656824,400.452025955562,100.11300648889,0,200.226012977781,1902.14712328892,1501.69509733336,600.678038933343
"2025-06-18",169,2025,"summer",250,"WB-7","UBER",NA,NA,8.18494967779973,NA,NA,NA,NA,NA,NA,NA
"2025-06-18",169,2025,"summer",250,"WB-7","UBER",41113.0746647709,3.17391304347826,6.78365731968722,12147.0447873187,11212.6567267557,14950.2089690076,6540.71642394084,18687.7612112595,467.194030281489,467.194030281489
"2025-07-14",195,2025,"summer",250,"WB-7","UBER",56730.7036770379,4.54682779456193,11.2780638909951,175.636853489281,1229.45797442497,3688.37392327491,17739.3222024174,32141.5441885385,1580.73168140353,1580.73168140353
"2025-07-14",195,2025,"summer",250,"WB-7","UBER",NA,NA,9.03151250398809,NA,NA,NA,NA,NA,NA,NA
"2025-11-03",307,2025,"fall",250,"WB-7","UBER",16639.7873798886,4.75757575757576,NA,0,255.996728921364,511.993457842727,2943.96238259568,12543.8397171468,639.991822303409,0
"2025-11-03",307,2025,"fall",250,"WB-7","UBER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
